id,name,posterURL,actors,genre,ratings,releaseYear,tmdb_id
11178,Truth or Dare,https://image.tmdb.org/t/p/w500/ei2waWQAG8NP244WShIFgGu9IOu.jpg,Nolan Gerard Funk|Lucy Hale|Violett Beane|Tyler Posey|Hayden Szeto,"Thriller, Horror",5.963,2018,460019
11179,Death Note,https://image.tmdb.org/t/p/w500/1X19j2albvewAdnTNHx2fFXjOcC.jpg,Nat Wolff|LaKeith Stanfield|Margaret Qualley|Shea Whigham|Willem Dafoe,"Crime, Fantasy, Horror, Thriller",4.235,2017,351460
11180,Space Jam: A New Legacy,https://image.tmdb.org/t/p/w500/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,LeBron James|Don Cheadle|Cedric Joe|Jeff Bergman|Gabriel Iglesias,"Family, Animation, Comedy, Science Fiction",6.829,2021,379686
11181,Roma,https://image.tmdb.org/t/p/w500/kxZUWtJGbGqaUdXCYg2CTs8wyEc.jpg,Yalitza Aparicio|Marina de Tavira|Diego Cortina Autrey|Carlos Peralta|Marco Graf,Drama,7.666,2018,426426
11182,Morbius,https://image.tmdb.org/t/p/w500/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,Jared Leto|Matt Smith|Adria Arjona|Jared Harris|Tyrese Gibson,"Action, Science Fiction, Fantasy",6.115,2022,526896
11183,The Menu,https://image.tmdb.org/t/p/w500/v31MsWhF9WFh7Qooq6xSBbmJxoG.jpg,Anya Taylor-Joy|Ralph Fiennes|Nicholas Hoult|Janet McTeer|Paul Adelstein,"Comedy, Thriller, Horror",7.197,2022,593643
11184,The First Purge,https://image.tmdb.org/t/p/w500/litjsBoiydO6JlO70uOX4N3WnNL.jpg,Y'lan Noel|Lex Scott Davis|Joivan Wade|Steve Harris|Mugga,"Horror, Action, Thriller",5.988,2018,442249
11185,The Ballad of Buster Scruggs,https://image.tmdb.org/t/p/w500/voxl654m7p36y8FLu8oQD7dfwwK.jpg,Tim Blake Nelson|Willie Watson|Clancy Brown|Danny McCarthy|David Krumholtz,"Western, Comedy, Drama",7.145,2018,537996
11186,Black Mirror: Bandersnatch,https://image.tmdb.org/t/p/w500/fR0VZ0VE598zl1lrYf7IfBqEwQ2.jpg,Fionn Whitehead|Craig Parkinson|Alice Lowe|Asim Chaudhry|Will Poulter,"Science Fiction, Mystery, Drama, Thriller, TV Movie",6.768,2018,569547
11187,Love and Monsters,https://image.tmdb.org/t/p/w500/718NnyxyQuBQcGWt9sdelA1Zc3h.jpg,Dylan O'Brien|Jessica Henwick|Michael Rooker|Dan Ewing|Ariana Greenblatt,"Comedy, Action, Adventure, Fantasy",7.335,2020,590223
11188,Army of the Dead,https://image.tmdb.org/t/p/w500/z8CExJekGrEThbpMXAmCFvvgoJR.jpg,Dave Bautista|Ella Purnell|Omari Hardwick|Ana de la Reguera|Theo Rossi,"Action, Crime, Drama, Horror, Science Fiction, Thriller, Fantasy",6.247,2021,503736
11189,Yesterday,https://image.tmdb.org/t/p/w500/1rjaRIAqFPQNnMtqSMLtg0VEABi.jpg,Himesh Patel|Lily James|Sophia Di Martino|Ellise Chappell|Meera Syal,"Comedy, Fantasy, Music, Romance",6.706,2019,515195
11190,Lights Out,https://image.tmdb.org/t/p/w500/8BnElzAQQpp7ZgdJJiAe1diomr4.jpg,Teresa Palmer|Maria Bello|Gabriel Bateman|Alexander DiPersia|Alicia Vela-Bailey,"Horror, Thriller, Mystery",6.332,2016,345911
11191,A Cure for Wellness,https://image.tmdb.org/t/p/w500/d4fXuJS3zZcAZfz2HYDtnwqtnwn.jpg,Dane DeHaan|Jason Isaacs|Mia Goth|Harry Groener|Celia Imrie,"Horror, Mystery, Science Fiction",6.3,2017,340837
11192,The Northman,https://image.tmdb.org/t/p/w500/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,Alexander Skarsgård|Nicole Kidman|Claes Bang|Ethan Hawke|Anya Taylor-Joy,"Action, Adventure, Fantasy",7.1,2022,639933
11193,"Everything, Everything",https://image.tmdb.org/t/p/w500/c8W3Go48Mw0GoNXsGK4W9hNO4Vf.jpg,Amandla Stenberg|Nick Robinson|Anika Noni Rose|Ana de la Reguera|Taylor Hickson,"Drama, Romance",7.245,2017,417678
11194,Searching,https://image.tmdb.org/t/p/w500/9N0T3BaHZNdUCcMZQIM3yMUFwEh.jpg,John Cho|Michelle La|Debra Messing|Joseph Lee|Sara Sohn,"Thriller, Mystery, Drama",7.6,2018,489999
11195,"Hail, Caesar!",https://image.tmdb.org/t/p/w500/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg,Josh Brolin|George Clooney|Alden Ehrenreich|Ralph Fiennes|Scarlett Johansson,"Comedy, Crime",5.914,2016,270487
11196,A Silent Voice: The Movie,https://image.tmdb.org/t/p/w500/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,Miyu Irino|Saori Hayami|Aoi Yuuki|Kensho Ono|Yuki Kaneko,"Animation, Drama",8.402,2016,378064
11197,The Boy,https://image.tmdb.org/t/p/w500/W4cdvWRHX1cKpod2KeK8WuHAHG.jpg,Lauren Cohan|Rupert Evans|James Russell|Jim Norton|Diana Hardcastle,"Horror, Thriller, Mystery",5.946,2016,321258
11198,Klaus,https://image.tmdb.org/t/p/w500/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,Jason Schwartzman|J.K. Simmons|Rashida Jones|Joan Cusack|Norm Macdonald,"Animation, Family, Adventure, Comedy, Fantasy",8.25,2019,508965
11199,Rambo: Last Blood,https://image.tmdb.org/t/p/w500/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,Sylvester Stallone|Paz Vega|Sergio Peris-Mencheta|Adriana Barraza|Yvette Monreal,"Action, Thriller, Drama",6.521,2019,522938
11200,The Neon Demon,https://image.tmdb.org/t/p/w500/3rBo2AfWSlvsPmYFdJsNUMfkNIo.jpg,Elle Fanning|Karl Glusman|Jena Malone|Bella Heathcote|Abbey Lee,"Thriller, Horror",6.534,2016,301365
11201,The Croods: A New Age,https://image.tmdb.org/t/p/w500/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman,"Animation, Family, Adventure, Fantasy, Comedy",7.521,2020,529203
11202,Downsizing,https://image.tmdb.org/t/p/w500/l7iJoJBoP046hWyeeC2CQ6knOeK.jpg,Matt Damon|Christoph Waltz|Hong Chau|Kristen Wiig|Rolf Lassgård,"Drama, Science Fiction",5.321,2017,301337
11203,Molly's Game,https://image.tmdb.org/t/p/w500/in43bQ7k0ttr666IPP94IlbQbTR.jpg,Jessica Chastain|Idris Elba|Kevin Costner|Michael Cera|Jeremy Strong,"Drama, Crime",7.154,2017,396371
11204,Underworld: Blood Wars,https://image.tmdb.org/t/p/w500/v1ciDCWMG47gdT4kMyjyQbnLQQn.jpg,Kate Beckinsale|Theo James|Tobias Menzies|Lara Pulver|Bradley James,"Fantasy, Action, Thriller, Horror",5.837,2016,346672
11205,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,https://image.tmdb.org/t/p/w500/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,Natsuki Hanae|Akari Kito|Hiro Shimono|Yoshitsugu Matsuoka|Satoshi Hino,"Action, Animation, Adventure, Fantasy, Thriller",8.259,2020,635302
11206,The Killing of a Sacred Deer,https://image.tmdb.org/t/p/w500/e4DGlsc9g0h5AyoyvvAuIRnofN7.jpg,Colin Farrell|Nicole Kidman|Barry Keoghan|Raffey Cassidy|Sunny Suljic,"Drama, Thriller, Mystery",7.015,2017,399057
11207,The Call of the Wild,https://image.tmdb.org/t/p/w500/33VdppGbeNxICrFUtW2WpGHvfYc.jpg,Harrison Ford|Dan Stevens|Colin Woodell|Karen Gillan|Omar Sy,"Adventure, Family, Drama",7.572,2020,481848
11208,The Grinch,https://image.tmdb.org/t/p/w500/1Bc9VNd9CIHIyJtPKFqSQzrXWru.jpg,Benedict Cumberbatch|Rashida Jones|Kenan Thompson|Cameron Seely|Angela Lansbury,"Animation, Family, Comedy, Fantasy",6.828,2018,360920
11209,Dolittle,https://image.tmdb.org/t/p/w500/uoplwswBDy7gsOyrbGuKyPFoPCs.jpg,Robert Downey Jr.|Harry Collett|Michael Sheen|Jim Broadbent|Antonio Banderas,"Family, Fantasy, Adventure",6.638,2020,448119
11210,The Angry Birds Movie,https://image.tmdb.org/t/p/w500/nsaaZryqabtrdKwXcNud2Bm39mu.jpg,Jason Sudeikis|Josh Gad|Danny McBride|Maya Rudolph|Bill Hader,"Animation, Adventure, Comedy",6.205,2016,153518
11211,Crazy Rich Asians,https://image.tmdb.org/t/p/w500/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,Constance Wu|Henry Golding|Michelle Yeoh|Gemma Chan|Lisa Lu,"Comedy, Drama, Romance",7.074,2018,455207
11212,Gerald's Game,https://image.tmdb.org/t/p/w500/32dippiypDdaKv7XFEfUlQ7kPup.jpg,Carla Gugino|Bruce Greenwood|Carel Struycken|Chiara Aurelia|Henry Thomas,"Horror, Thriller",6.389,2017,343674
11213,Kubo and the Two Strings,https://image.tmdb.org/t/p/w500/aZJ6KK1Wt7YB4dgZ0qlpaX3PwNV.jpg,Art Parkinson|Charlize Theron|Brenda Vaccaro|Cary-Hiroyuki Tagawa|Meyrick Murphy,"Animation, Adventure, Family",7.64,2016,313297
11214,To the Bone,https://image.tmdb.org/t/p/w500/pkdxhdB3dRUqazqoy9lzUvhayjc.jpg,Lily Collins|Keanu Reeves|Carrie Preston|Lili Taylor|Alex Sharp,Drama,7.218,2017,401104
11215,Isn't It Romantic,https://image.tmdb.org/t/p/w500/5xNBYXuv8wqiLVDhsfqCOr75DL7.jpg,Rebel Wilson|Liam Hemsworth|Adam Devine|Priyanka Chopra Jonas|Betty Gilpin,"Comedy, Fantasy, Romance",6.225,2019,449563
11216,Sierra Burgess Is a Loser,https://image.tmdb.org/t/p/w500/vjnHRySiVM4YcBYzjCxw344y9g.jpg,Shannon Purser|Kristine Froseth|Noah Centineo|RJ Cyler|Chrissy Metz,"Comedy, Drama, Romance",6.324,2018,462919
11217,Jarhead: Law of Return,https://image.tmdb.org/t/p/w500/6LlqyjAik3Kh68QQ9AchSJEF0Z5.jpg,Devon Sawa|Yael Eitan|Nicholas Aaron|Ben Cross|Amaury Nolasco,War,6.539,2019,635744
11218,The Disaster Artist,https://image.tmdb.org/t/p/w500/jj84nF5vYRD0HUTowBKcrKk8hZP.jpg,Dave Franco|James Franco|Seth Rogen|Ari Graynor|Alison Brie,"Comedy, Drama",7.113,2017,371638
11219,The Babysitter,https://image.tmdb.org/t/p/w500/86a7GRVRCwfl7wdI4QadyvKa6Zu.jpg,Judah Lewis|Samara Weaving|Robbie Amell|Hana Mae Lee|Bella Thorne,"Comedy, Horror",6.117,2017,419479
11220,Trolls,https://image.tmdb.org/t/p/w500/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg,Anna Kendrick|Justin Timberlake|Zooey Deschanel|Christopher Mintz-Plasse|Christine Baranski,"Family, Animation, Fantasy, Adventure, Comedy, Music",6.671,2016,136799
11221,Jigsaw,https://image.tmdb.org/t/p/w500/2mUqHJG7ZiGwZYIylczFCsRPbXM.jpg,Tobin Bell|Matt Passmore|Callum Keith Rennie|Hannah Emily Anderson|Clé Bennett,"Horror, Mystery, Thriller",6.2,2017,298250
11222,The Handmaiden,https://image.tmdb.org/t/p/w500/8MnMGO3oALkaiavehLmsKwvBU8S.jpg,Kim Min-hee|Kim Tae-ri|Ha Jung-woo|Cho Jin-woong|Kim Hae-sook,"Thriller, Drama, Romance",8.246,2016,290098
11223,Bad Times at the El Royale,https://image.tmdb.org/t/p/w500/iNtFgXqXPRMkm1QO8CHn5sHfUgE.jpg,Jeff Bridges|Cynthia Erivo|Lewis Pullman|Dakota Johnson|Cailee Spaeny,"Thriller, Drama, Mystery, Crime",6.83,2018,446021
11224,Transformers: Rise of the Beasts,https://image.tmdb.org/t/p/w500/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,Anthony Ramos|Dominique Fishback|Peter Cullen|Ron Perlman|Peter Dinklage,"Action, Adventure, Science Fiction",7.492,2023,667538
11225,Nope,https://image.tmdb.org/t/p/w500/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,Daniel Kaluuya|Keke Palmer|Brandon Perea|Michael Wincott|Steven Yeun,"Horror, Science Fiction, Mystery",6.9,2022,762504
11226,Swiss Army Man,https://image.tmdb.org/t/p/w500/8pxn8CQ6SD6tly75lrKw08wfZKv.jpg,Paul Dano|Daniel Radcliffe|Mary Elizabeth Winstead|Antonia Ribero|Timothy Eulich,"Comedy, Drama, Romance, Fantasy, Adventure",6.9,2016,347031
11227,Before I Fall,https://image.tmdb.org/t/p/w500/eowzonDJMCuNXoJGVkP9Z7oCmiM.jpg,Zoey Deutch|Kian Lawley|Halston Sage|Elena Kampouris|Jennifer Beals,"Drama, Mystery, Thriller, Fantasy",6.969,2017,397837
11228,Teenage Mutant Ninja Turtles: Out of the Shadows,https://image.tmdb.org/t/p/w500/euVaCiCWz3AALcQXHT6aUqdGUo6.jpg,Pete Ploszek|Alan Ritchson|Jeremy Howard|Noel Fisher|Megan Fox,"Action, Adventure, Comedy, Family, Science Fiction",6.006,2016,308531
11229,Midnight Sun,https://image.tmdb.org/t/p/w500/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg,Bella Thorne|Patrick Schwarzenegger|Rob Riggle|Quinn Shephard|Ken Tremblett,"Romance, Drama",7.795,2018,419478
11230,Logan Lucky,https://image.tmdb.org/t/p/w500/mQrhrBaaHvRfBQq0Px3HtVbH9iE.jpg,Channing Tatum|Adam Driver|Daniel Craig|Riley Keough|Katie Holmes,"Comedy, Crime, Action, Drama",6.729,2017,399170
11231,Fall,https://image.tmdb.org/t/p/w500/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,Grace Caroline Currey|Virginia Gardner|Jeffrey Dean Morgan|Mason Gooding|Jasper Cole,Thriller,7.253,2022,985939
11232,13 Hours: The Secret Soldiers of Benghazi,https://image.tmdb.org/t/p/w500/nAnfWdvUXQemns5BR0Azi4z9o1t.jpg,John Krasinski|James Badge Dale|Dominic Fumusa|Max Martini|Pablo Schreiber,"War, Action, History, Drama",7.27,2016,300671
11233,Phantom Thread,https://image.tmdb.org/t/p/w500/hgoWjp9Sh0MI97eAMZCnIoVfgvq.jpg,Daniel Day-Lewis|Vicky Krieps|Lesley Manville|Camilla Rutherford|Gina McKee,"Drama, Romance",7.3,2017,400617
11234,M3GAN,https://image.tmdb.org/t/p/w500/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,Allison Williams|Violet McGraw|Amie Donald|Jenna Davis|Ronny Chieng,"Science Fiction, Horror",7.219,2022,536554
11235,Annabelle Comes Home,https://image.tmdb.org/t/p/w500/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,Mckenna Grace|Madison Iseman|Katie Sarife|Michael Cimino|Samara Lee,"Horror, Mystery, Thriller",6.429,2019,521029
11236,Sicario: Day of the Soldado,https://image.tmdb.org/t/p/w500/OdD7A0LgLXPjqzmfcEl9sTYVPo.jpg,Benicio del Toro|Josh Brolin|Isabela Merced|Jeffrey Donovan|Catherine Keener,"Action, Crime, Thriller",6.901,2018,400535
11237,Angel Has Fallen,https://image.tmdb.org/t/p/w500/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg,Gerard Butler|Morgan Freeman|Jada Pinkett Smith|Nick Nolte|Danny Huston,"Action, Thriller",6.571,2019,423204
11238,The BFG,https://image.tmdb.org/t/p/w500/vssXmCrfCiARkQ0512oG0wjh2h9.jpg,Mark Rylance|Ruby Barnhill|Rebecca Hall|Jemaine Clement|Bill Hader,"Adventure, Family, Fantasy",6.253,2016,267935
11239,All Quiet on the Western Front,https://image.tmdb.org/t/p/w500/2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg,Felix Kammerer|Albrecht Schuch|Aaron Hilmer|Moritz Klaus|Adrian Grünewald,"Drama, War",7.749,2022,49046
11240,"Extremely Wicked, Shockingly Evil and Vile",https://image.tmdb.org/t/p/w500/zSuJ3r5zr5T26tTxyygHhgkUAIM.jpg,Zac Efron|Lily Collins|Kaya Scodelario|Jeffrey Donovan|Angela Sarafyan,Crime,7.011,2019,457799
11241,The Perfect Date,https://image.tmdb.org/t/p/w500/rrAYdezO3h1mjdYTaQyTXoj8IZ4.jpg,Noah Centineo|Laura Marano|Odiseas Georgiadis|Camila Mendes|Matt Walsh,"Romance, Comedy",6.463,2019,543540
11242,Pitch Perfect 3,https://image.tmdb.org/t/p/w500/iHxmTTFMuuPIwwj39C4Zkk9IL4m.jpg,Anna Kendrick|Rebel Wilson|Brittany Snow|Hailee Steinfeld|Elizabeth Banks,"Comedy, Music",6.538,2017,353616
11243,The Gray Man,https://image.tmdb.org/t/p/w500/5Eom3JsXgQlCj6QIsGCwXkX7wyH.jpg,Ryan Gosling|Chris Evans|Ana de Armas|Billy Bob Thornton|Jessica Henwick,"Action, Thriller",6.979,2022,725201
11244,Mamma Mia! Here We Go Again,https://image.tmdb.org/t/p/w500/aWicerX4Y7n7tUwRAVHsVcBBpj2.jpg,Lily James|Amanda Seyfried|Meryl Streep|Cher|Andy Garcia,"Comedy, Romance",7.126,2018,458423
11245,Hellboy,https://image.tmdb.org/t/p/w500/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,David Harbour|Milla Jovovich|Ian McShane|Sasha Lane|Daniel Dae Kim,"Fantasy, Horror, Action, Adventure",5.554,2019,456740
11246,Happy Death Day 2U,https://image.tmdb.org/t/p/w500/4tdnePOkOOzwuGPEOAHp8UA4vqx.jpg,Jessica Rothe|Israel Broussard|Charles Aitken|Ruby Modine|Suraj Sharma,"Comedy, Horror, Science Fiction",6.304,2019,512196
11247,A Monster Calls,https://image.tmdb.org/t/p/w500/eNTalDnE6AcFKghdvws2ckguYWC.jpg,Lewis MacDougall|Sigourney Weaver|Felicity Jones|Toby Kebbell|Ben Moor,"Drama, Fantasy",7.263,2016,258230
11248,The New Mutants,https://image.tmdb.org/t/p/w500/xZNw9xxtwbEf25NYoz52KdbXHPM.jpg,Blu Hunt|Charlie Heaton|Maisie Williams|Henry Zaga|Anya Taylor-Joy,"Science Fiction, Horror, Action, Mystery, Adventure",6.1,2020,340102
11249,Mary Poppins Returns,https://image.tmdb.org/t/p/w500/uTVGku4LibMGyKgQvjBtv3OYfAX.jpg,Emily Blunt|Lin-Manuel Miranda|Ben Whishaw|Emily Mortimer|Pixie Davies,"Fantasy, Family, Comedy",6.5,2018,400650
11250,Vice,https://image.tmdb.org/t/p/w500/1gCab6rNv1r6V64cwsU4oEr649Y.jpg,Christian Bale|Amy Adams|Steve Carell|Sam Rockwell|Alison Pill,"Comedy, Drama",7.051,2018,429197
11251,Harry Potter 20th Anniversary: Return to Hogwarts,https://image.tmdb.org/t/p/w500/jntLBq0MLR3hrwKaTQswxACRPMs.jpg,Daniel Radcliffe|Rupert Grint|Emma Watson|Bonnie Wright|Matthew Lewis,Documentary,7.302,2022,899082
11252,Mechanic: Resurrection,https://image.tmdb.org/t/p/w500/h651SE7s5z9hbKDiwn38Iubkz5w.jpg,Jason Statham|Jessica Alba|Tommy Lee Jones|Michelle Yeoh|Sam Hazeldine,"Action, Crime, Thriller",5.972,2016,278924
11253,Finch,https://image.tmdb.org/t/p/w500/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,Tom Hanks|Caleb Landry Jones|Oscar Avila|Lora Martinez-Cunningham|Marie Wagenman,"Science Fiction, Drama, Adventure",7.938,2021,522402
11254,A Dog's Purpose,https://image.tmdb.org/t/p/w500/3jcNvhtVQe5Neoffdic39fRactM.jpg,Josh Gad|KJ Apa|Britt Robertson|Dennis Quaid|Peggy Lipton,"Adventure, Comedy, Fantasy, Family, Drama",7.615,2017,381289
11255,Minions: The Rise of Gru,https://image.tmdb.org/t/p/w500/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,Steve Carell|Pierre Coffin|Alan Arkin|Taraji P. Henson|Julie Andrews,"Animation, Comedy, Family",7.379,2022,438148
11256,Lightyear,https://image.tmdb.org/t/p/w500/b9t3w1loraDh7hjdWmpc9ZsaYns.jpg,Chris Evans|Keke Palmer|Peter Sohn|Taika Waititi|Dale Soules,"Animation, Action, Adventure, Family, Science Fiction",7.1,2022,718789
11257,How to Be Single,https://image.tmdb.org/t/p/w500/a4Ce3qHqIyHM3QfGsiVTAu3YADJ.jpg,Dakota Johnson|Rebel Wilson|Leslie Mann|Alison Brie|Damon Wayans Jr.,"Comedy, Romance",6.246,2016,259694
11258,Death on the Nile,https://image.tmdb.org/t/p/w500/kVr5zIAFSPRQ57Y1zE7KzmhzdMQ.jpg,Kenneth Branagh|Tom Bateman|Annette Bening|Russell Brand|Ali Fazal,"Mystery, Crime, Thriller",6.463,2022,505026
11259,The Devil All the Time,https://image.tmdb.org/t/p/w500/bVL7LGq528h3KzeNI90HOVbV5uW.jpg,Tom Holland|Robert Pattinson|Bill Skarsgård|Riley Keough|Jason Clarke,"Crime, Drama, Thriller",7.219,2020,499932
11260,Monster Hunter,https://image.tmdb.org/t/p/w500/1UCOF11QCw8kcqvce8LKOO6pimh.jpg,Milla Jovovich|Tony Jaa|Ron Perlman|T.I.|Diego Boneta,"Action, Fantasy, Adventure",6.647,2020,458576
11261,The Cloverfield Paradox,https://image.tmdb.org/t/p/w500/vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,Gugu Mbatha-Raw|Daniel Brühl|Chris O'Dowd|David Oyelowo|John Ortiz,"Horror, Science Fiction, Action, Thriller",5.594,2018,384521
11262,Pet Sematary,https://image.tmdb.org/t/p/w500/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg,Jason Clarke|Amy Seimetz|John Lithgow|Jeté Laurence|Hugo Lavoie,"Horror, Thriller",5.723,2019,157433
11263,The Lost City,https://image.tmdb.org/t/p/w500/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,Sandra Bullock|Channing Tatum|Daniel Radcliffe|Da'Vine Joy Randolph|Brad Pitt,"Action, Adventure, Comedy",6.6,2022,752623
11264,The Flash,https://image.tmdb.org/t/p/w500/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,Ezra Miller|Sasha Calle|Michael Keaton|Michael Shannon|Ron Livingston,"Action, Adventure, Science Fiction",6.898,2023,298618
11265,The Last Duel,https://image.tmdb.org/t/p/w500/zjrJE0fpzPvX8saJXj8VNfcjBoU.jpg,Matt Damon|Adam Driver|Jodie Comer|Ben Affleck|Harriet Walter,"History, Drama, Action",7.466,2021,617653
11266,Raw,https://image.tmdb.org/t/p/w500/kc8jT1MAiKM0iwdjAwC5lQrTNry.jpg,Garance Marillier|Ella Rumpf|Rabah Nait Oufella|Laurent Lucas|Joana Preiss,"Drama, Horror",7.061,2016,393519
11267,The King,https://image.tmdb.org/t/p/w500/8u0QBGUbZcBW59VEAdmeFl9g98N.jpg,Timothée Chalamet|Joel Edgerton|Sean Harris|Tom Glynn-Carney|Lily-Rose Depp,"Drama, History, War",7.16,2019,504949
11268,The Whale,https://image.tmdb.org/t/p/w500/jQ0gylJMxWSL490sy0RrPj1Lj7e.jpg,Brendan Fraser|Sadie Sink|Ty Simpkins|Hong Chau|Samantha Morton,Drama,7.949,2022,785084
11269,T2 Trainspotting,https://image.tmdb.org/t/p/w500/xlbpCwa9OXXIiNgXcwuompHFIk9.jpg,Ewan McGregor|Jonny Lee Miller|Ewen Bremner|Robert Carlyle|Anjela Nedyalkova,"Drama, Comedy",6.946,2017,180863
11270,Triple Frontier,https://image.tmdb.org/t/p/w500/aBw8zYuAljVM1FeK5bZKITPH8ZD.jpg,Ben Affleck|Oscar Isaac|Charlie Hunnam|Garrett Hedlund|Pedro Pascal,"Action, Thriller, Crime, Adventure",6.292,2019,399361
11271,Tag,https://image.tmdb.org/t/p/w500/eXXpuW2xaq5Aen9N5prFlARVIvr.jpg,Ed Helms|Jon Hamm|Jeremy Renner|Jake Johnson|Hannibal Buress,"Comedy, Action",6.7,2018,455980
11272,The Hunt,https://image.tmdb.org/t/p/w500/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,Betty Gilpin|Hilary Swank|Ethan Suplee|Teri Wyble|Ike Barinholtz,"Action, Thriller, Horror",6.654,2020,514847
11273,Resident Evil: The Final Chapter,https://image.tmdb.org/t/p/w500/7glPlA0xPpxPxBu0TnY4ulQVCV1.jpg,Milla Jovovich|Iain Glen|Ali Larter|Shawn Roberts|Eoin Macken,"Action, Horror, Science Fiction",6.108,2016,173897
11274,Crawl,https://image.tmdb.org/t/p/w500/mKxpYRIrCZLxZjNqpocJ2RdQW8v.jpg,Kaya Scodelario|Barry Pepper|Morfydd Clark|Ross Anderson|Jose Palma,"Thriller, Horror, Action",6.312,2019,511987
11275,Brightburn,https://image.tmdb.org/t/p/w500/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg,Jackson A. Dunn|Elizabeth Banks|David Denman|Matt Jones|Meredith Hagner,"Horror, Science Fiction, Thriller, Mystery",6.106,2019,531309
11276,Two Is a Family,https://image.tmdb.org/t/p/w500/aFgtdhuzgI2eqnIVWtRB03x3pnt.jpg,Omar Sy|Gloria Colston|Clémence Poésy|Antoine Bertrand|Ashley Walters,"Drama, Comedy",7.749,2016,382591
11277,The Emoji Movie,https://image.tmdb.org/t/p/w500/f5pF4OYzh4wb1dYL2ARQNdqUsEZ.jpg,T.J. Miller|James Corden|Anna Faris|Maya Rudolph|Steven Wright,"Animation, Family, Comedy",5.488,2017,378236
11278,Silence,https://image.tmdb.org/t/p/w500/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,Andrew Garfield|Adam Driver|Liam Neeson|Tadanobu Asano|Ciarán Hinds,"Drama, History",7.119,2016,68730
11279,Underwater,https://image.tmdb.org/t/p/w500/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg,Kristen Stewart|Vincent Cassel|Mamoudou Athie|T.J. Miller|John Gallagher Jr.,"Horror, Science Fiction, Action, Adventure",6.298,2020,443791
11280,Last Night in Soho,https://image.tmdb.org/t/p/w500/ahbwIJl7T0D34m3sPKlBaCqs2xH.jpg,Thomasin McKenzie|Anya Taylor-Joy|Matt Smith|Rita Tushingham|Michael Ajao,"Mystery, Thriller, Horror",7.375,2021,576845
11281,The Tomorrow War,https://image.tmdb.org/t/p/w500/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,Chris Pratt|Yvonne Strahovski|J.K. Simmons|Betty Gilpin|Sam Richardson,"Action, Science Fiction, Adventure",7.572,2021,588228
11282,The Secret Life of Pets 2,https://image.tmdb.org/t/p/w500/q3mKnSkzp1doIsCye6ap4KIUAbu.jpg,Patton Oswalt|Kevin Hart|Eric Stonestreet|Jenny Slate|Tiffany Haddish,"Adventure, Animation, Comedy, Family",6.969,2019,412117
11283,Elvis,https://image.tmdb.org/t/p/w500/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg,Austin Butler|Tom Hanks|Olivia DeJonge|Helen Thomson|Richard Roxburgh,"Drama, Music, History",7.593,2022,614934
11284,Another Round,https://image.tmdb.org/t/p/w500/fsn4cjpCvWuP9wU9hcFnK7M8RZC.jpg,Mads Mikkelsen|Thomas Bo Larsen|Magnus Millang|Lars Ranthe|Maria Bonnevie,"Comedy, Drama",7.658,2020,580175
11285,Promising Young Woman,https://image.tmdb.org/t/p/w500/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,Carey Mulligan|Bo Burnham|Alison Brie|Clancy Brown|Jennifer Coolidge,"Thriller, Crime, Drama",7.5,2020,582014
